ID	掲載号	掲載順	タイトル	作者	原作	ページ	種別	カラー	摘要
WSJP202301	2023年 No.01	1	人造人間100	江ノ島だいすけ		9	連載		新連載
WSJP202301	2023年 No.01	2	僕とロボコ	宮崎周平		89	連載		
WSJP202301	2023年 No.01	3	ONE PIECE	尾田栄一郎		105	連載		
WSJP202301	2023年 No.01	4	SAKAMOTO DAYS	鈴木祐斗		123	連載		
WSJP202301	2023年 No.01	5	呪術廻戦	芥見下々		143	連載		
WSJP202301	2023年 No.01	6	イチゴーキ！操縦中	林聖二		165	連載		
WSJP202301	2023年 No.01	7	アオのハコ	三浦糀		191	連載		
WSJP202301	2023年 No.01	8	一ノ瀬家の大罪	タイザン5		211	連載		
WSJP202301	2023年 No.01	9	マッシュル-MASHLE-	甲本一		247	連載		
WSJP202301	2023年 No.01	10	あかね噺	馬上鷹将	末永裕樹	275	連載		
WSJP202301	2023年 No.01	11	暗号学園のいろは	岩崎優次	西尾維新	295	連載		
WSJP202301	2023年 No.01	12	ブラッククローバー	田畠裕基		319	連載		
WSJP202301	2023年 No.01	13	ウィッチウォッチ	篠原健太		337	連載		
WSJP202301	2023年 No.01	14	ギンカとリューナ	渡辺シンペイ		361	連載		
WSJP202301	2023年 No.01	15	逃げ上手の若君	松井優征		383	連載		
WSJP202301	2023年 No.01	16	夜桜さんちの大作戦	権平ひつじ		403	連載		
WSJP202301	2023年 No.01	17	HUNTER×HUNTER	冨樫義博		423	連載		
WSJP202301	2023年 No.01	18	高校生家族	仲間りょう		443	連載		
WSJP202301	2023年 No.01	19	アンデッドアンラック	戸塚慶文		459	連載		
WSJP202301	2023年 No.01	20	大東京鬼嫁伝	仲間只一		479	連載		
WSJP202301	2023年 No.01	21	PPPPPP	マボロ3号		499	連載		
WSJP202302	2023年 No.02	1	僕とロボコ	宮崎周平		3	連載		
WSJP202302	2023年 No.02	2	ウィッチウォッチ	篠原健太		47	連載		
WSJP202302	2023年 No.02	3	ONE PIECE	尾田栄一郎		67	連載		
WSJP202302	2023年 No.02	4	SAKAMOTO DAYS	鈴木祐斗		85	連載		
WSJP202302	2023年 No.02	5	僕のヒーローアカデミア	堀越耕平		107	連載		
WSJP202302	2023年 No.02	6	人造人間100	江ノ島だいすけ		123	連載		
WSJP202302	2023年 No.02	7	アオのハコ	三浦糀		149	連載		
WSJP202302	2023年 No.02	8	暗号学園のいろは	岩崎優次	西尾維新	169	連載		
WSJP202302	2023年 No.02	9	あかね噺	馬上鷹将	末永裕樹	189	連載		
WSJP202302	2023年 No.02	10	イチゴーキ！操縦中	林聖二		215	連載		
WSJP202302	2023年 No.02	11	逃げ上手の若君	松井優征		239	連載		
WSJP202302	2023年 No.02	12	一ノ瀬家の大罪	タイザン5		259	連載		
WSJP202302	2023年 No.02	13	夜桜さんちの大作戦	権平ひつじ		281	連載		
WSJP202302	2023年 No.02	14	PPPPPP	マボロ3号		311	連載		
WSJP202302	2023年 No.02	15	ギンカとリューナ	渡辺シンペイ		333	連載		
WSJP202302	2023年 No.02	16	HUNTER×HUNTER	冨樫義博		353	連載		
WSJP202302	2023年 No.02	17	アンデッドアンラック	戸塚慶文		373	連載		
WSJP202302	2023年 No.02	18	高校生家族	仲間りょう		393	連載		
WSJP202302	2023年 No.02	19	大東京鬼嫁伝	仲間只一		409	連載		
WSJP202302	2023年 No.02	20	マッシュル-MASHLE-	甲本一		429	連載		
WSJP202302	2023年 No.02	21	ヒトメボレサンダーボルト	里庄真芳		451	読み切り		
WSJP202303	2023年 No.03	1	あかね噺	馬上鷹将	末永裕樹	3	連載		
WSJP202303	2023年 No.03	2	アオのハコ	三浦糀		49	連載		
WSJP202303	2023年 No.03	3	SAKAMOTO DAYS	鈴木祐斗		71	連載		
WSJP202303	2023年 No.03	4	夜桜さんちの大作戦	権平ひつじ		93	連載		
WSJP202303	2023年 No.03	5	一ノ瀬家の大罪	タイザン5		115	連載		
WSJP202303	2023年 No.03	6	僕とロボコ	宮崎周平		135	連載		
WSJP202303	2023年 No.03	7	イチゴーキ！操縦中	林聖二		151	連載		
WSJP202303	2023年 No.03	8	呪術廻戦	芥見下々		171	連載		
WSJP202303	2023年 No.03	9	アンデッドアンラック	戸塚慶文		191	連載		
WSJP202303	2023年 No.03	10	人造人間100	江ノ島だいすけ		213	連載		
WSJP202303	2023年 No.03	11	逃げ上手の若君	松井優征		237	連載		
WSJP202303	2023年 No.03	12	暗号学園のいろは	岩崎優次	西尾維新	273	連載		
WSJP202303	2023年 No.03	13	ウィッチウォッチ	篠原健太		293	連載		
WSJP202303	2023年 No.03	14	高校生家族	仲間りょう		313	連載		
WSJP202303	2023年 No.03	15	HUNTER×HUNTER	冨樫義博		329	連載		
WSJP202303	2023年 No.03	16	PPPPPP	マボロ3号		349	連載		
WSJP202303	2023年 No.03	17	あいつはオカルト	三木有		369	読み切り		
WSJP202303	2023年 No.03	18	ギンカとリューナ	渡辺シンペイ		385	連載		
WSJP202303	2023年 No.03	19	大東京鬼嫁伝	仲間只一		405	連載		
WSJP202303	2023年 No.03	20	マッシュル-MASHLE-	甲本一		425	連載		
WSJP202303	2023年 No.03	21	やったぜ！ポメラニアン	小山ゆうじろう		445	読み切り		
WSJP202304-05	2023年 No.04-05	1	僕のヒーローアカデミア	堀越耕平		9	連載		
WSJP202304-05	2023年 No.04-05	2	僕とロボコ	宮崎周平		51	連載		
WSJP202304-05	2023年 No.04-05	3	ONE PIECE	尾田栄一郎		67	連載		
WSJP202304-05	2023年 No.04-05	4	SAKAMOTO DAYS	鈴木祐斗		85	連載		
WSJP202304-05	2023年 No.04-05	5	呪術廻戦	芥見下々		109	連載		
WSJP202304-05	2023年 No.04-05	6	夜桜さんちの大作戦	権平ひつじ		131	連載		
WSJP202304-05	2023年 No.04-05	7	アオのハコ	三浦糀		155	連載		
WSJP202304-05	2023年 No.04-05	8	暗号学園のいろは	岩崎優次	西尾維新	175	連載		
WSJP202304-05	2023年 No.04-05	9	ブラッククローバー	田畠裕基		195	連載		
WSJP202304-05	2023年 No.04-05	10	イチゴーキ！操縦中	林聖二		213	連載		
WSJP202304-05	2023年 No.04-05	11	ウィッチウォッチ	篠原健太		239	連載		
WSJP202304-05	2023年 No.04-05	12	人造人間100	江ノ島だいすけ		261	連載		
WSJP202304-05	2023年 No.04-05	13	あかね噺	馬上鷹将	末永裕樹	281	連載		
WSJP202304-05	2023年 No.04-05	14	一ノ瀬家の大罪	タイザン5		301	連載		
WSJP202304-05	2023年 No.04-05	15	残り火	白川蔵		321	読み切り		
WSJP202304-05	2023年 No.04-05	16	アンデッドアンラック	戸塚慶文		355	連載		
WSJP202304-05	2023年 No.04-05	17	逃げ上手の若君	松井優征		375	連載		
WSJP202304-05	2023年 No.04-05	18	HUNTER×HUNTER	冨樫義博		395	連載		
WSJP202304-05	2023年 No.04-05	19	大東京鬼嫁伝	仲間只一		415	連載		
WSJP202304-05	2023年 No.04-05	20	高校生家族	仲間りょう		435	連載		
WSJP202304-05	2023年 No.04-05	21	マッシュル-MASHLE-	甲本一		451	連載		
WSJP202304-05	2023年 No.04-05	22	PPPPPP	マボロ3号		471	連載		
WSJP202304-05	2023年 No.04-05	23	ギンカとリューナ	渡辺シンペイ		491	連載		
WSJP202306-07	2023年 No.06-07	1	ONE PIECE	尾田栄一郎		7	連載		
WSJP202306-07	2023年 No.06-07	2	SAKAMOTO DAYS	鈴木祐斗		51	連載		
WSJP202306-07	2023年 No.06-07	3	呪術廻戦	芥見下々		71	連載		
WSJP202306-07	2023年 No.06-07	4	僕とロボコ	宮崎周平		91	連載		
WSJP202306-07	2023年 No.06-07	5	僕のヒーローアカデミア	堀越耕平		107	連載		
WSJP202306-07	2023年 No.06-07	6	アオのハコ	三浦糀		123	連載		
WSJP202306-07	2023年 No.06-07	7	イチゴーキ！操縦中	林聖二		143	連載		
WSJP202306-07	2023年 No.06-07	8	ラックラック	島袋光年		161	読み切り		
WSJP202306-07	2023年 No.06-07	9	人造人間100	江ノ島だいすけ		213	連載		
WSJP202306-07	2023年 No.06-07	10	あかね噺	馬上鷹将	末永裕樹	233	連載		
WSJP202306-07	2023年 No.06-07	11	一ノ瀬家の大罪	タイザン5		253	連載		
WSJP202306-07	2023年 No.06-07	12	ブラッククローバー	田畠裕基		273	連載		
WSJP202306-07	2023年 No.06-07	13	あやかしトライアングル	矢吹健太朗		307	出張掲載		
WSJP202306-07	2023年 No.06-07	14	暗号学園のいろは	岩崎優次	西尾維新	329	連載		
WSJP202306-07	2023年 No.06-07	15	アンデッドアンラック	戸塚慶文		349	連載		
WSJP202306-07	2023年 No.06-07	16	逃げ上手の若君	松井優征		373	連載		
WSJP202306-07	2023年 No.06-07	17	ウィッチウォッチ	篠原健太		395	連載		
WSJP202306-07	2023年 No.06-07	18	ギンカとリューナ	渡辺シンペイ		415	連載		
WSJP202306-07	2023年 No.06-07	19	マッシュル-MASHLE-	甲本一		435	連載		
WSJP202306-07	2023年 No.06-07	20	高校生家族	仲間りょう		455	連載		
WSJP202306-07	2023年 No.06-07	21	PPPPPP	マボロ3号		471	連載		
WSJP202306-07	2023年 No.06-07	22	夜桜さんちの大作戦	権平ひつじ		493	連載		
WSJP202306-07	2023年 No.06-07	23	大東京鬼嫁伝	仲間只一		513	連載		
WSJP202308	2023年 No.08	1	アンデッドアンラック	戸塚慶文		3	連載		
WSJP202308	2023年 No.08	2	SAKAMOTO DAYS	鈴木祐斗		49	連載		
WSJP202308	2023年 No.08	3	ONE PIECE	尾田栄一郎		69	連載		
WSJP202308	2023年 No.08	4	呪術廻戦	芥見下々		89	連載		
WSJP202308	2023年 No.08	5	僕のヒーローアカデミア	堀越耕平		109	連載		
WSJP202308	2023年 No.08	6	アオのハコ	三浦糀		125	連載		
WSJP202308	2023年 No.08	7	一ノ瀬家の大罪	タイザン5		147	連載		
WSJP202308	2023年 No.08	8	僕とロボコ	宮崎周平		167	連載		
WSJP202308	2023年 No.08	9	逃げ上手の若君	松井優征		183	連載		
WSJP202308	2023年 No.08	10	イチゴーキ！操縦中	林聖二		203	連載		
WSJP202308	2023年 No.08	11	あかね噺	馬上鷹将	末永裕樹	239	連載		
WSJP202308	2023年 No.08	12	暗号学園のいろは	岩崎優次	西尾維新	261	連載		
WSJP202308	2023年 No.08	13	ウィッチウォッチ	篠原健太		281	連載		
WSJP202308	2023年 No.08	14	人造人間100	江ノ島だいすけ		301	連載		
WSJP202308	2023年 No.08	15	高校生家族	仲間りょう		321	連載		
WSJP202308	2023年 No.08	16	夜桜さんちの大作戦	権平ひつじ		337	連載		
WSJP202308	2023年 No.08	17	マッシュル-MASHLE-	甲本一		365	連載		
WSJP202308	2023年 No.08	18	ブラッククローバー	田畠裕基		385	連載		
WSJP202308	2023年 No.08	19	ギンカとリューナ	渡辺シンペイ		403	連載		
WSJP202308	2023年 No.08	20	大東京鬼嫁伝	仲間只一		423	連載		
WSJP202308	2023年 No.08	21	PPPPPP	マボロ3号		443	連載		
WSJP202309	2023年 No.09	1	マッシュル-MASHLE-	甲本一		3	連載		
WSJP202309	2023年 No.09	2	あかね噺	馬上鷹将	末永裕樹	49	連載		
WSJP202309	2023年 No.09	3	ONE PIECE	尾田栄一郎		71	連載		
WSJP202309	2023年 No.09	4	僕のヒーローアカデミア	堀越耕平		91	連載		
WSJP202309	2023年 No.09	5	ウィッチウォッチ	篠原健太		109	連載		
WSJP202309	2023年 No.09	6	呪術廻戦	芥見下々		129	連載		
WSJP202309	2023年 No.09	7	SAKAMOTO DAYS	鈴木祐斗		149	連載		
WSJP202309	2023年 No.09	8	アオのハコ	三浦糀		169	連載		
WSJP202309	2023年 No.09	9	一ノ瀬家の大罪	タイザン5		205	連載		
WSJP202309	2023年 No.09	10	アンデッドアンラック	戸塚慶文		229	連載		
WSJP202309	2023年 No.09	11	人造人間100	江ノ島だいすけ		249	連載		
WSJP202309	2023年 No.09	12	僕とロボコ	宮崎周平		271	連載		
WSJP202309	2023年 No.09	13	暗号学園のいろは	岩崎優次	西尾維新	289	連載		
WSJP202309	2023年 No.09	14	逃げ上手の若君	松井優征		309	連載		
WSJP202309	2023年 No.09	15	夜桜さんちの大作戦	権平ひつじ		329	連載		
WSJP202309	2023年 No.09	16	ブラッククローバー	田畠裕基		351	連載		
WSJP202309	2023年 No.09	17	イチゴーキ！操縦中	林聖二		369	連載		
WSJP202309	2023年 No.09	18	PPPPPP	マボロ3号		385	連載		
WSJP202309	2023年 No.09	19	大東京鬼嫁伝	仲間只一		405	連載		
WSJP202309	2023年 No.09	20	ギンカとリューナ	渡辺シンペイ		425	連載		
WSJP202309	2023年 No.09	21	高校生家族	仲間りょう		445	連載		
WSJP202310	2023年 No.10	1	ウィッチウォッチ	篠原健太		3	連載		
WSJP202310	2023年 No.10	2	アオのハコ	三浦糀		43	連載		
WSJP202310	2023年 No.10	3	僕とロボコ	宮崎周平		63	連載		
WSJP202310	2023年 No.10	4	イチゴーキ！操縦中	林聖二		81	連載		
WSJP202310	2023年 No.10	5	呪術廻戦	芥見下々		99	連載		
WSJP202310	2023年 No.10	6	SAKAMOTO DAYS	鈴木祐斗		119	連載		
WSJP202310	2023年 No.10	7	一ノ瀬家の大罪	タイザン5		143	連載		
WSJP202310	2023年 No.10	8	マッシュル-MASHLE-	甲本一		165	連載		
WSJP202310	2023年 No.10	9	あかね噺	馬上鷹将	末永裕樹	201	連載		
WSJP202310	2023年 No.10	10	逃げ上手の若君	松井優征		225	連載		
WSJP202310	2023年 No.10	11	人造人間100	江ノ島だいすけ		245	連載		
WSJP202310	2023年 No.10	12	アンデッドアンラック	戸塚慶文		267	連載		
WSJP202310	2023年 No.10	13	暗号学園のいろは	岩崎優次	西尾維新	291	連載		
WSJP202310	2023年 No.10	14	夜桜さんちの大作戦	権平ひつじ		311	連載		
WSJP202310	2023年 No.10	15	おねがい！流れ星	かみだしゅんいち		333	読み切り		
WSJP202310	2023年 No.10	16	ブラッククローバー	田畠裕基		351	連載		
WSJP202310	2023年 No.10	17	大東京鬼嫁伝	仲間只一		365	連載		
WSJP202310	2023年 No.10	18	パセリ農家が最強なら、つまり最高の野菜はパセリ	たけぐし一本 & みたらし三太		385	読み切り		
WSJP202310	2023年 No.10	19	PPPPPP	マボロ3号		401	連載		
WSJP202310	2023年 No.10	20	高校生家族	仲間りょう		421	連載		
WSJP202310	2023年 No.10	21	ギンカとリューナ	渡辺シンペイ		437	連載		
WSJP202311	2023年 No.11	1	あかね噺	馬上鷹将	末永裕樹	3	連載		
WSJP202311	2023年 No.11	2	ONE PIECE	尾田栄一郎		49	連載		
WSJP202311	2023年 No.11	3	呪術廻戦	芥見下々		67	連載		
WSJP202311	2023年 No.11	4	アンデッドアンラック	戸塚慶文		89	連載		
WSJP202311	2023年 No.11	5	SAKAMOTO DAYS	鈴木祐斗		109	連載		
WSJP202311	2023年 No.11	6	アオのハコ	三浦糀		131	連載		
WSJP202311	2023年 No.11	7	逃げ上手の若君	松井優征		153	連載		
WSJP202311	2023年 No.11	8	マッシュル-MASHLE-	甲本一		175	連載		
WSJP202311	2023年 No.11	9	ウィッチウォッチ	篠原健太		197	連載		
WSJP202311	2023年 No.11	10	ウパ野ルパ子は一般人	小園江ナツキ		219	読み切り		
WSJP202311	2023年 No.11	11	夜桜さんちの大作戦	権平ひつじ		277	連載		
WSJP202311	2023年 No.11	12	一ノ瀬家の大罪	タイザン5		299	連載		
WSJP202311	2023年 No.11	13	僕とロボコ	宮崎周平		319	連載		
WSJP202311	2023年 No.11	14	暗号学園のいろは	岩崎優次	西尾維新	335	連載		
WSJP202311	2023年 No.11	15	人造人間100	江ノ島だいすけ		355	連載		
WSJP202311	2023年 No.11	16	高校生家族	仲間りょう		375	連載		
WSJP202311	2023年 No.11	17	ギンカとリューナ	渡辺シンペイ		391	連載		
WSJP202311	2023年 No.11	18	イチゴーキ！操縦中	林聖二		411	連載		
WSJP202311	2023年 No.11	19	PPPPPP	マボロ3号		427	連載		
WSJP202311	2023年 No.11	20	大東京鬼嫁伝	仲間只一		447	連載		
WSJP202312	2023年 No.12	1	SAKAMOTO DAYS	鈴木祐斗		3	連載		
WSJP202312	2023年 No.12	2	ウィッチウォッチ	篠原健太		39	連載		
WSJP202312	2023年 No.12	3	ONE PIECE	尾田栄一郎		59	連載		
WSJP202312	2023年 No.12	4	アオのハコ	三浦糀		77	連載		
WSJP202312	2023年 No.12	5	僕のヒーローアカデミア	堀越耕平		97	連載		
WSJP202312	2023年 No.12	6	僕とロボコ	宮崎周平		115	連載		
WSJP202312	2023年 No.12	7	あかね噺	馬上鷹将	末永裕樹	137	連載		
WSJP202312	2023年 No.12	8	ブラッククローバー	田畠裕基		163	連載		
WSJP202312	2023年 No.12	9	アンデッドアンラック	戸塚慶文		181	連載		
WSJP202312	2023年 No.12	10	マッシュル-MASHLE-	甲本一		205	連載		
WSJP202312	2023年 No.12	11	逃げ上手の若君	松井優征		227	連載		
WSJP202312	2023年 No.12	12	暗号学園のいろは	岩崎優次	西尾維新	263	連載		
WSJP202312	2023年 No.12	13	一ノ瀬家の大罪	タイザン5		283	連載		
WSJP202312	2023年 No.12	14	人造人間100	江ノ島だいすけ		303	連載		
WSJP202312	2023年 No.12	15	夜桜さんちの大作戦	権平ひつじ		323	連載		
WSJP202312	2023年 No.12	16	イチゴーキ！操縦中	林聖二		343	連載		
WSJP202312	2023年 No.12	17	ギンカとリューナ	渡辺シンペイ		359	連載		
WSJP202312	2023年 No.12	18	大東京鬼嫁伝	仲間只一		379	連載		
WSJP202312	2023年 No.12	19	影と主	辻田大誠		399	読み切り		
WSJP202312	2023年 No.12	20	PPPPPP	マボロ3号		415	連載		
WSJP202312	2023年 No.12	21	高校生家族	仲間りょう		435	連載		最終回
WSJP202313	2023年 No.13	1	ONE PIECE	尾田栄一郎		4	連載		
WSJP202313	2023年 No.13	2	SAKAMOTO DAYS	鈴木祐斗		43	連載		
WSJP202313	2023年 No.13	3	僕のヒーローアカデミア	堀越耕平		63	連載		
WSJP202313	2023年 No.13	4	あかね噺	馬上鷹将	末永裕樹	79	連載		
WSJP202313	2023年 No.13	5	ウィッチウォッチ	篠原健太		101	連載		
WSJP202313	2023年 No.13	6	アオのハコ	三浦糀		121	連載		
WSJP202313	2023年 No.13	7	アンデッドアンラック	戸塚慶文		145	連載		
WSJP202313	2023年 No.13	8	呪術廻戦	芥見下々		165	連載		
WSJP202313	2023年 No.13	9	僕とロボコ	宮崎周平		187	連載		
WSJP202313	2023年 No.13	10	逃げ上手の若君	松井優征		209	連載		
WSJP202313	2023年 No.13	11	夜桜さんちの大作戦	権平ひつじ		229	連載		
WSJP202313	2023年 No.13	12	暗号学園のいろは	岩崎優次	西尾維新	249	連載		
WSJP202313	2023年 No.13	13	イチゴーキ！操縦中	林聖二		269	連載		
WSJP202313	2023年 No.13	14	マッシュル-MASHLE-	甲本一		293	連載		
WSJP202313	2023年 No.13	15	一ノ瀬家の大罪	タイザン5		315	連載		
WSJP202313	2023年 No.13	16	人造人間100	江ノ島だいすけ		335	連載		
WSJP202313	2023年 No.13	17	デッドライン	峯内一新		355	読み切り		
WSJP202313	2023年 No.13	18	ブラッククローバー	田畠裕基		371	連載		
WSJP202313	2023年 No.13	19	「ブラッククローバー」ミニキャラ4コマ劇場	田代弓也		384	読み切り		
WSJP202313	2023年 No.13	20	大東京鬼嫁伝	仲間只一		391	連載		
WSJP202313	2023年 No.13	21	ギンカとリューナ	渡辺シンペイ		411	連載		
WSJP202313	2023年 No.13	22	PPPPPP	マボロ3号		431	連載		最終回
WSJP202314	2023年 No.14	1	呪術廻戦	芥見下々		4	連載		
WSJP202314	2023年 No.14	2	SAKAMOTO DAYS	鈴木祐斗		49	連載		
WSJP202314	2023年 No.14	3	僕のヒーローアカデミア	堀越耕平		69	連載		
WSJP202314	2023年 No.14	4	僕とロボコ	宮崎周平		87	連載		
WSJP202314	2023年 No.14	5	アオのハコ	三浦糀		103	連載		
WSJP202314	2023年 No.14	6	あかね噺	馬上鷹将	末永裕樹	123	連載		
WSJP202314	2023年 No.14	7	夜桜さんちの大作戦	権平ひつじ		145	連載		
WSJP202314	2023年 No.14	8	ウィッチウォッチ	篠原健太		167	連載		
WSJP202314	2023年 No.14	9	プラリネ・プラネタ	生明生成		189	読み切り		
WSJP202314	2023年 No.14	10	ブラッククローバー	田畠裕基		237	連載		
WSJP202314	2023年 No.14	11	「ブラッククローバー」ミニキャラ4コマ劇場	田代弓也		252	読み切り		
WSJP202314	2023年 No.14	12	一ノ瀬家の大罪	タイザン5		271	連載		
WSJP202314	2023年 No.14	13	アンデッドアンラック	戸塚慶文		295	連載		
WSJP202314	2023年 No.14	14	マッシュル-MASHLE-	甲本一		315	連載		
WSJP202314	2023年 No.14	15	逃げ上手の若君	松井優征		337	連載		
